100
60 120
21 4 28
21 10 28
24 26 28
4 6 6
5 15 28
10 29 28
14 24 8
8 30 28
12 9 28
7 21 7
20 2 28
11 1 10
3 18 28
3 18 28
11 19 6
18 21 28
18 9 6
7 19 28
8 4 28
55 38
30 18 26
36 50 26
54 47 26
10 7 36
14 20 26
43 24 26
16 50 26
45 41 26
38 14 26
20 51 26
28 7 26
21 45 26
29 24 8
27 40 26
10 21 26
53 52 36
45 8 26
5 26 26
53 31 36
43 11 36
54 39 39
6 5 26
36 44 26
14 40 26
52 40 31
10 41 31
2 53 36
45 53 26
20 37 26
51 2 36
51 45 26
22 38 26
29 31 26
14 38 16
20 40 25
7 14 26
5 40 26
33 12 36
42 49
13 21 4
31 41 16
31 4 16
27 29 17
4 21 4
28 7 17
2 7 17
24 15 16
41 37 4
4 33 4
18 27 4
25 42 17
32 15 16
33 10 4
30 17 17
17 20 17
6 41 4
34 8 17
31 13 16
27 30 4
16 23 16
15 24 16
7 31 16
9 4 7
21 23 4
34 33 7
8 14 17
15 20 16
14 34 7
36 3 36
10 30 4
1 6 4
26 1 4
11 7 16
29 13 17
19 31 31
29 3 17
5 2 17
9 14 7
1 22 4
7 22 7
8 7 17
9 7 7
17 8 17
29 33 17
39 30 14
14 1 4
35 10 4
40 6 17
43 43
18 12 5
23 1 5
4 5 5
16 17 14
27 29 14
36 11 5
5 14 5
32 27 14
5 24 5
14 3 5
7 15 5
34 38 38
17 40 14
24 15 15
23 29 23
2 28 5
22 32 23
1 13 5
14 29 14
12 2 5
28 14 5
26 33 5
25 28 5
23 3 5
18 19 23
22 26 5
15 29 5
11 24 5
31 32 14
15 17 5
6 30 5
36 1 5
27 20 5
19 12 5
30 21 23
14 27 14
29 17 14
3 22 5
9 31 31
24 42 5
17 7 14
38 23 23
36 19 36
57 36
37 56 29
48 14 14
11 54 19
32 7 19
53 43 29
5 13 29
6 32 51
23 32 29
3 35 3
25 22 29
44 14 1
47 56 29
44 34 29
32 56 29
28 12 29
26 12 29
27 3 29
54 42 29
50 51 29
55 33 29
23 25 29
49 38 19
26 57 57
36 7 19
32 48 29
39 35 29
51 14 12
38 12 29
26 22 29
17 44 29
42 52 29
4 50 29
57 27 29
47 3 29
2 32 51
47 9 29
48 93
48 8 8
11 33 11
4 46 4
6 1 42
32 45 35
26 46 11
46 21 11
10 1 1
25 48 11
22 29 42
30 44 44
11 6 42
26 41 11
30 12 15
37 30 11
35 42 42
42 8 42
27 19 11
6 18 42
14 38 11
24 47 47
33 43 42
15 12 15
48 37 47
33 39 42
32 14 15
30 24 11
1 35 11
16 33 11
11 20 11
11 37 11
38 20 11
14 25 11
24 41 11
20 15 11
43 9 42
9 29 42
47 35 11
42 43 42
19 18 11
37 4 11
5 27 9
3 5 42
29 36 42
42 46 42
26 37 11
23 33 11
7 9 11
42 47 42
46 20 11
39 16 42
27 39 42
27 16 11
46 39 42
25 13 11
13 31 11
28 4 42
41 15 11
12 37 47
8 32 18
19 12 11
44 3 42
10 6 42
45 29 42
36 44 20
30 2 11
45 3 42
14 44 15
26 46 11
22 9 9
36 40 42
2 23 11
16 3 42
16 28 42
6 41 42
31 8 11
30 48 11
32 5 32
33 39 42
8 24 47
13 8 11
11 47 11
33 6 42
34 18 42
12 14 14
22 19 11
18 23 11
2 16 22
19 3 42
46 27 11
14 45 15
45 21 9
11 35 40
8 65
8 5 6
4 5 6
1 4 6
5 3 3
8 1 6
7 2 6
3 8 6
3 8 6
8 2 6
7 2 6
1 3 3
6 2 6
2 6 6
4 8 8
7 2 6
2 8 6
7 6 6
4 6 6
8 6 6
5 1 3
3 5 3
5 2 6
6 7 6
3 8 6
4 7 6
7 1 1
6 1 6
8 1 6
4 8 6
5 3 3
7 2 6
1 6 6
3 8 6
8 7 6
8 3 6
6 8 6
6 2 6
6 8 6
6 1 6
3 8 6
7 4 6
6 4 6
5 3 3
5 1 3
1 4 6
6 3 6
4 7 6
8 3 6
8 4 8
2 1 6
7 6 6
2 1 6
7 8 6
8 3 6
2 8 6
5 3 3
5 6 6
6 2 6
4 3 6
1 7 1
6 3 6
7 6 6
8 4 8
8 4 8
4 6 6
11 76
9 2 10
1 2 8
7 5 8
6 4 4
6 4 4
6 1 6
7 9 10
7 6 8
10 5 10
3 4 4
1 5 4
3 11 6
5 7 8
4 10 10
10 8 10
1 2 8
11 5 4
6 1 6
4 7 8
9 10 10
2 11 8
1 9 10
10 9 10
5 2 8
5 3 4
1 4 4
3 1 6
7 1 8
4 7 8
1 2 8
8 6 8
2 4 8
7 6 8
8 9 10
4 11 4
3 9 10
2 7 7
8 5 8
2 11 8
11 9 10
4 5 4
10 9 10
8 4 8
9 1 10
11 3 6
5 6 4
2 7 7
6 2 8
3 8 8
11 9 10
7 5 8
1 7 8
7 3 8
7 2 7
4 11 4
1 3 6
5 10 10
11 9 10
7 2 7
10 1 10
11 10 10
11 5 4
4 11 4
10 7 10
3 11 6
6 8 8
10 6 10
4 1 4
7 4 8
3 7 8
8 11 8
9 8 10
3 6 6
10 2 10
6 1 6
3 6 6
59 15
58 46 49
24 10 49
26 37 15
22 15 49
19 45 28
20 5 49
10 1 55
39 42 49
12 49 49
18 44 30
11 43 59
55 11 49
38 24 59
7 14 49
23 18 44
23 39
9 14 1
23 2 1
23 1 1
13 2 1
13 6 21
5 1 1
7 17 1
11 17 1
9 7 21
10 1 1
6 20 1
1 3 1
11 18 1
4 12 21
5 7 5
7 16 7
15 16 16
15 7 7
18 6 1
15 23 1
17 4 1
1 22 1
6 1 1
17 12 1
17 3 1
2 7 1
2 3 1
15 19 1
16 15 16
7 12 21
9 8 1
8 6 1
12 21 21
3 12 1
1 5 1
4 2 1
20 3 1
2 13 1
19 9 1
45 91
45 31 31
42 4 31
7 38 5
44 9 31
9 32 20
12 37 31
37 44 31
25 11 31
7 43 31
25 2 31
20 43 31
13 38 5
40 23 5
12 36 5
32 11 31
39 28 5
38 41 5
24 39 31
30 12 31
44 6 31
43 3 31
36 35 5
29 28 5
24 39 31
42 1 42
14 12 31
1 37 31
5 22 5
22 31 31
11 38 5
5 41 5
40 30 5
17 14 31
11 23 31
16 22 20
35 26 5
25 13 21
27 37 5
7 14 31
35 45 31
45 43 31
13 8 31
2 41 31
43 38 5
37 3 31
7 23 31
6 43 31
27 41 5
19 37 20
14 31 31
14 27 5
39 18 31
9 43 31
13 38 5
40 34 5
16 22 20
10 20 20
37 33 31
19 39 31
33 28 5
21 41 31
30 21 31
29 7 31
7 12 42
22 23 31
35 21 31
22 9 22
2 41 31
30 9 31
45 20 31
22 13 31
9 15 5
40 9 5
19 33 31
3 13 31
39 14 30
24 9 20
30 45 31
29 38 5
4 40 5
30 22 31
9 40 5
13 21 21
4 15 5
22 41 31
12 2 31
45 25 21
10 33 31
21 30 31
20 38 5
12 11 31
15 79
8 5 2
13 2 2
12 7 2
6 4 2
9 10 2
13 14 7
3 11 2
1 7 2
13 6 2
8 6 2
14 5 7
12 13 7
10 9 2
13 2 2
13 10 2
7 9 7
4 1 2
2 11 2
7 3 2
2 12 2
7 5 7
1 5 2
9 10 2
6 11 2
7 3 2
9 8 2
6 12 2
1 7 2
9 2 2
5 7 7
12 11 2
2 7 2
7 5 7
1 11 2
15 5 2
15 12 10
6 12 2
7 13 7
1 4 2
3 10 10
1 2 2
5 3 2
8 9 2
8 13 2
12 4 10
13 2 2
8 11 2
6 12 2
1 12 2
3 10 10
5 15 2
4 12 1
13 15 2
1 7 2
2 7 2
6 15 2
7 5 7
9 10 2
6 13 2
13 14 7
8 2 2
2 12 10
9 4 2
9 6 2
3 4 10
4 12 10
8 11 2
1 14 2
13 7 7
11 7 7
14 13 7
8 10 10
2 4 2
2 6 2
15 3 15
4 11 2
6 7 2
9 10 2
7 5 7
20 86
19 12 9
19 7 5
10 4 15
15 2 17
12 14 9
18 6 9
4 20 9
2 4 17
17 11 9
2 20 9
1 16 5
9 3 9
3 15 15
3 17 17
2 11 9
5 3 9
14 11 11
11 6 9
20 16 14
18 2 9
14 12 9
4 20 9
18 11 9
16 20 14
18 1 9
12 7 9
10 18 9
5 19 5
14 10 9
14 2 9
11 4 9
16 19 5
12 20 9
14 1 5
1 11 5
15 3 15
7 4 9
19 15 9
20 1 5
13 14 9
11 7 5
1 13 9
2 13 17
20 17 9
12 9 9
20 11 11
11 5 5
3 13 15
5 15 9
12 15 15
20 1 5
11 9 9
15 13 15
8 15 15
4 10 15
1 12 9
1 12 9
2 9 9
9 3 9
9 12 9
2 16 9
12 2 17
10 6 9
3 15 15
17 18 9
16 2 9
18 11 9
9 5 9
19 14 5
3 8 15
3 6 9
10 19 9
15 12 15
4 3 4
15 4 15
4 5 9
4 18 9
5 14 5
16 18 9
5 9 9
3 15 15
17 5 9
14 1 5
20 19 5
13 9 9
10 7 9
46 95
37 14 14
17 18 13
22 27 33
21 8 9
7 23 33
44 2 33
10 26 33
22 8 9
21 20 33
23 38 44
38 12 33
13 16 33
35 36 33
14 6 14
15 40 33
41 33 33
10 8 33
43 36 43
35 25 33
40 26 33
18 6 33
35 30 33
36 27 33
40 20 33
19 36 33
2 40 33
17 8 33
41 27 33
6 5 33
40 4 33
35 29 33
21 45 33
8 38 44
23 22 9
38 30 33
12 36 33
16 4 33
32 29 4
7 15 33
2 22 33
8 13 33
44 21 9
45 17 33
24 36 4
34 44 44
40 45 27
16 23 44
35 12 33
46 29 33
15 2 33
16 2 33
23 33 33
22 35 9
46 27 33
44 32 33
26 13 33
37 41 44
25 36 33
43 45 33
16 21 9
33 42 33
5 2 33
42 31 33
45 21 33
11 5 33
41 43 33
6 26 44
18 28 33
27 41 33
18 30 4
32 38 33
19 13 33
9 2 33
22 12 33
27 8 33
32 23 33
31 45 33
18 25 33
42 28 33
20 33 33
14 24 33
6 44 44
42 7 33
16 14 14
31 46 33
12 4 33
43 24 4
45 35 33
30 6 33
16 46 44
15 13 33
38 33 33
36 34 33
29 41 33
30 8 33
60 120
52 41 58
51 10 59
40 34 59
5 18 59
39 2 59
45 33 13
43 2 59
7 21 59
60 36 17
55 22 59
15 47 59
13 41 59
28 23 59
12 17 59
46 47 59
28 59 59
49 6 59
35 31 39
11 57 59
54 6 59
19 4 59
5 31 59
26 30 59
10 60 17
50 35 59
14 33 59
42 33 59
40 17 59
11 14 58
31 29 39
33 6 59
4 30 59
18 15 33
31 55 59
53 46 30
38 6 59
36 57 59
29 18 59
39 12 39
31 23 59
17 25 59
43 26 59
5 17 59
29 10 59
27 32 59
21 60 59
18 17 17
21 55 45
26 22 59
28 5 59
43 59 59
58 55 59
48 43 39
54 43 59
50 7 58
60 39 10
51 34 13
36 3 59
54 52 58
27 40 58
13 48 13
55 13 59
11 27 11
32 31 13
26 59 59
12 42 59
13 49 59
4 32 59
29 58 59
50 25 58
36 32 59
8 55 59
33 17 59
5 34 59
35 20 59
44 13 59
8 43 54
58 54 58
27 16 59
41 11 11
14 23 5
57 27 59
55 49 59
17 47 17
8 24 59
16 41 59
11 24 59
18 38 59
10 2 59
20 1 1
6 46 59
59 36 59
39 6 59
56 31 59
21 23 59
12 38 4
60 15 59
45 59 59
8 27 58
43 38 59
42 48 59
17 55 17
36 12 59
26 16 4
42 19 59
35 46 59
53 37 59
17 52 59
22 7 58
27 45 59
23 34 59
43 30 59
54 10 59
2 14 58
27 24 59
50 23 58
41 7 58
24 27 59
2 10 59
31 43 39
60 120
55 42 25
45 22 25
46 6 4
1 11 25
30 33 25
35 5 25
25 20 25
25 23 25
43 51 4
37 58 9
34 49 9
19 34 45
27 6 4
35 48 4
47 36 25
17 30 25
1 59 25
23 21 25
49 48 4
60 6 4
58 8 4
51 47 25
17 5 17
8 50 4
32 19 4
56 25 25
17 25 25
3 10 25
34 57 9
17 45 25
60 26 25
13 27 25
31 20 4
26 24 25
42 35 4
46 4 4
8 27 4
21 9 25
12 30 4
60 35 35
2 60 4
32 6 32
52 58 9
38 19 25
34 14 25
29 47 25
7 57 7
5 38 17
54 56 4
12 4 4
29 30 4
29 35 4
53 3 25
47 22 25
41 54 25
52 24 4
11 44 25
16 38 17
43 9 9
37 4 4
56 18 25
46 36 36
43 13 25
30 13 25
4 10 4
27 29 9
46 14 25
53 42 25
33 2 25
58 60 4
33 15 25
9 41 25
42 1 4
49 23 9
47 43 25
9 57 9
17 60 25
8 58 4
23 52 9
7 4 4
48 35 4
51 34 4
42 48 4
25 21 25
31 51 4
13 39 25
13 53 13
27 21 25
54 42 4
38 40 55
59 42 25
44 56 4
53 30 25
41 8 25
28 22 25
5 11 25
16 17 17
11 3 25
50 59 25
25 33 25
38 2 25
4 59 25
1 19 4
32 50 4
54 13 25
9 52 9
3 39 25
26 46 25
28 42 25
18 48 25
7 2 2
41 6 25
32 4 4
22 35 25
28 20 25
7 3 25
47 58 25
21 34 25
8 20 8
51 5 25
11 91
7 3 2
7 8 8
3 7 2
1 10 1
1 10 1
9 7 2
10 8 8
9 6 2
2 6 2
10 5 7
9 6 2
8 5 8
6 10 7
3 6 2
4 1 7
11 1 7
1 10 1
7 2 2
10 1 1
2 8 2
10 2 2
2 6 2
2 5 2
11 9 2
4 6 7
4 10 7
8 2 2
10 9 2
9 6 2
8 4 8
11 7 7
2 11 2
10 11 7
5 11 7
10 3 2
6 4 7
3 5 2
8 3 2
3 8 2
7 1 7
9 6 2
6 9 2
5 1 7
7 9 7
5 1 7
4 7 7
6 7 7
10 1 1
6 5 7
11 2 2
9 11 2
6 9 2
3 1 2
9 3 3
5 4 7
10 3 2
1 6 7
11 1 7
8 5 8
8 11 8
10 8 8
1 11 11
2 1 2
7 6 7
6 7 3
7 3 2
11 8 8
8 5 8
10 7 7
5 9 2
4 10 7
4 1 7
6 1 7
6 1 7
5 7 7
10 2 2
8 7 8
1 10 10
1 10 6
2 7 2
11 8 8
9 2 2
6 8 8
11 7 7
11 10 7
5 9 2
11 10 7
10 11 7
2 9 2
4 9 2
9 3 3
60 120
5 14 14
23 11 14
56 26 14
17 48 14
20 36 14
59 34 14
50 11 50
44 29 14
52 56 14
52 23 14
51 56 14
12 10 1
47 5 14
16 41 1
43 28 14
3 35 7
47 32 4
7 5 14
55 25 14
19 4 4
31 2 45
18 36 14
3 31 14
3 38 7
30 6 7
20 39 14
60 38 4
17 6 14
1 7 14
52 5 14
41 27 1
28 52 14
12 8 53
16 31 53
53 11 14
18 20 1
41 29 14
38 19 4
7 21 14
34 11 7
30 23 14
21 35 14
27 19 14
3 22 7
46 20 14
24 29 14
26 44 14
26 53 14
16 54 14
5 58 14
10 26 14
18 60 14
34 7 7
15 29 14
17 53 53
42 52 14
45 19 14
31 35 14
54 21 14
13 34 14
6 10 14
21 58 14
38 52 7
48 54 7
30 54 7
43 40 7
30 40 7
55 56 1
24 2 1
12 27 53
50 23 14
43 5 14
31 20 1
10 44 14
30 2 14
40 58 7
52 47 7
27 2 53
53 49 14
31 51 14
55 24 1
54 27 14
16 4 14
16 8 53
26 20 14
54 22 7
50 16 14
32 19 4
3 55 14
37 32 14
58 25 4
51 19 14
45 6 14
5 31 14
34 48 7
18 24 1
43 13 14
57 41 14
12 30 14
17 25 14
58 60 4
48 41 14
56 2 1
34 60 4
58 13 14
32 41 14
28 10 1
47 31 14
21 47 14
44 31 14
29 22 14
27 54 14
5 11 14
5 24 14
16 42 53
24 45 1
29 6 14
35 59 14
45 47 14
60 30 4
23 80
18 15 20
21 13 21
2 10 13
6 18 20
16 14 20
9 19 20
3 19 20
23 21 20
14 20 20
4 9 1
8 6 20
9 8 20
14 3 20
1 5 1
15 8 20
17 18 20
22 7 22
5 9 22
23 6 20
5 3 20
15 22 20
12 18 20
7 2 20
16 14 20
4 9 1
10 23 20
12 15 21
2 20 20
22 20 20
22 20 20
21 20 20
18 3 20
11 22 22
17 13 20
3 23 20
15 6 21
17 7 20
19 22 20
9 21 20
8 6 20
15 7 20
13 8 20
13 17 20
12 21 21
5 6 20
7 17 20
14 19 14
18 6 20
4 1 1
16 22 22
12 3 13
16 10 20
1 19 1
23 3 20
2 15 21
20 5 20
1 15 1
17 2 20
13 14 20
2 22 20
14 16 20
19 14 14
5 18 20
19 22 20
22 9 22
17 9 20
8 12 20
15 3 21
10 5 20
22 14 20
16 21 20
2 21 21
19 8 14
17 10 20
19 6 20
18 9 20
1 6 1
22 8 20
11 2 20
8 12 20
38 25
21 28 16
26 11 16
10 25 29
11 17 16
1 19 32
1 28 28
22 19 32
13 10 16
3 34 32
1 12 17
8 37 16
4 38 31
5 8 16
9 25 32
9 28 28
32 12 32
34 23 32
19 34 32
33 23 5
16 14 16
25 31 32
33 35 5
33 22 5
30 38 32
29 37 32
60 120
14 31 47
42 55 6
22 26 47
6 32 15
29 49 47
57 15 15
48 41 47
35 44 15
20 40 39
56 25 37
38 49 15
28 51 15
39 56 15
7 13 47
10 56 15
37 10 15
33 28 47
11 41 11
31 15 15
8 48 47
48 49 47
56 54 15
19 42 47
32 11 47
31 10 15
47 1 47
53 45 15
30 27 15
12 38 15
28 3 15
43 25 15
46 17 47
52 11 47
40 15 15
17 58 17
25 40 15
53 7 53
27 23 47
23 10 47
4 6 47
59 38 47
2 10 15
42 59 47
23 47 47
57 13 47
56 30 15
58 41 47
54 48 47
45 16 15
56 58 15
56 60 60
46 24 46
19 52 47
37 36 6
57 5 55
35 54 35
44 9 47
3 31 15
4 53 47
15 40 15
12 28 37
56 5 37
58 27 15
25 32 15
59 8 47
7 5 28
60 25 37
33 18 47
38 8 47
45 30 39
3 42 15
26 55 47
18 6 15
43 9 47
46 17 47
50 30 15
59 1 47
38 13 47
3 19 47
35 41 47
26 55 47
25 13 47
6 4 47
16 52 6
51 26 47
57 12 37
51 50 15
11 60 47
30 26 47
1 57 15
12 16 37
42 49 15
47 29 47
22 60 37
12 2 6
58 43 58
8 54 47
34 20 15
57 3 15
27 10 15
25 20 15
2 21 47
4 27 47
46 40 47
54 22 15
1 36 15
25 43 15
60 13 47
10 57 15
9 25 47
25 30 15
52 7 6
4 33 47
55 49 15
48 10 47
34 27 55
42 43 15
29 30 47
24 36 47
28 58 15
16 80
14 8 11
4 8 11
5 7 11
3 13 12
1 4 11
6 15 11
9 2 12
4 9 12
10 5 5
14 2 12
16 14 14
8 1 11
9 6 11
6 13 11
15 11 11
1 16 11
14 9 12
13 16 14
7 9 11
16 7 11
4 15 12
11 3 11
1 14 11
15 1 11
3 15 15
8 1 11
5 9 5
10 5 5
6 5 11
1 12 11
2 5 12
2 10 12
11 6 11
9 14 12
3 9 9
11 10 11
2 9 12
15 5 5
16 6 11
4 11 11
1 9 11
7 14 11
5 16 12
15 1 11
11 3 11
5 7 11
15 5 5
3 1 11
15 1 11
15 1 11
2 15 12
2 11 11
8 13 11
7 10 11
10 8 11
10 11 11
16 14 14
7 11 11
14 15 12
2 3 12
5 6 11
5 15 5
4 14 14
14 2 12
8 1 11
3 11 11
8 12 11
3 15 15
12 10 12
15 12 12
3 2 12
7 9 11
7 5 11
3 2 12
15 8 11
6 3 11
12 3 12
1 15 11
9 10 5
11 1 11
23 48
3 11 2
12 15 2
4 23 4
9 16 4
18 21 1
13 4 2
17 20 4
11 13 2
13 18 2
17 22 2
5 18 2
22 11 1
3 2 2
9 7 2
8 15 1
23 13 2
16 18 2
10 8 2
5 7 2
10 3 2
7 12 2
13 6 2
18 15 15
18 13 2
17 8 2
10 5 2
8 18 1
18 3 2
8 6 2
14 3 4
4 21 2
2 14 2
10 12 10
12 20 2
13 6 2
13 2 2
6 21 2
19 10 10
15 20 2
22 8 1
8 17 2
2 9 2
17 8 2
22 6 2
18 15 15
12 3 2
18 4 2
3 10 2
48 56
37 30 23
37 36 23
37 47 23
31 26 4
14 32 4
14 19 19
48 5 23
25 38 4
41 42 23
25 22 4
29 23 23
10 16 23
33 30 23
20 48 23
23 18 23
20 14 23
4 6 4
37 44 4
20 40 4
29 5 23
19 16 23
6 9 19
3 18 4
48 44 4
6 17 4
25 46 4
24 27 23
48 9 19
43 7 4
38 48 19
32 36 4
46 17 4
43 31 4
29 37 23
3 43 43
10 29 19
31 24 23
14 36 23
9 14 14
37 1 4
46 16 23
11 35 23
28 44 4
48 5 23
35 39 35
36 25 4
20 4 4
42 47 23
36 43 4
8 13 23
9 35 35
7 6 23
12 6 19
26 10 4
6 5 23
16 10 23
12 96
10 1 8
9 12 8
4 1 8
9 8 8
7 5 8
5 1 8
2 9 8
4 9 9
1 10 8
8 7 8
3 10 8
10 1 8
9 3 3
11 2 12
11 2 12
5 1 8
2 4 8
5 3 3
10 9 8
12 6 12
9 6 8
4 8 8
4 9 9
7 1 8
4 12 8
6 10 8
2 11 12
7 3 8
3 10 8
3 11 8
12 9 8
11 8 8
6 12 12
2 10 8
7 12 12
12 2 12
7 4 8
9 12 8
9 10 8
12 9 3
5 7 8
12 4 8
9 3 3
1 12 8
11 7 7
4 9 9
8 6 8
12 4 8
5 9 3
5 7 8
6 8 8
4 6 8
5 1 8
9 5 3
5 11 8
4 10 8
12 5 8
11 8 8
6 4 8
12 5 8
10 3 8
9 4 9
8 7 8
8 2 8
6 10 8
12 9 8
12 9 8
2 8 8
2 1 8
1 11 8
3 1 8
1 6 8
6 4 4
12 11 12
11 12 12
6 3 8
11 12 12
12 11 12
9 1 8
12 5 8
1 9 8
1 7 8
7 12 12
5 11 3
9 2 8
3 6 8
10 3 8
2 5 8
5 1 8
4 8 8
5 2 8
3 12 8
7 5 8
9 10 8
7 4 8
10 1 8
25 29
8 12 4
5 25 13
15 1 20
14 6 20
17 1 1
22 25 20
4 3 4
25 9 20
3 6 4
4 5 20
7 5 20
12 25 4
22 2 20
4 25 4
8 5 20
5 24 9
9 6 20
10 7 20
22 8 20
9 10 17
24 19 20
2 17 20
10 22 7
24 9 9
22 20 20
21 9 20
20 17 20
2 1 20
5 14 5
32 84
7 14 13
10 16 13
17 32 13
31 32 30
13 15 13
18 9 13
11 21 30
22 25 22
30 28 13
31 24 13
24 32 13
30 21 30
17 16 13
32 26 30
5 2 30
12 8 30
1 14 14
12 31 12
25 4 30
15 30 13
26 5 30
25 9 13
6 27 22
6 17 13
7 8 30
6 15 13
10 11 13
31 23 12
16 8 13
4 16 13
29 27 30
5 8 30
12 29 30
26 16 13
28 30 13
28 2 13
16 19 13
28 19 13
23 28 13
10 18 18
27 32 30
22 31 30
16 13 13
2 6 30
4 27 30
9 7 13
16 18 13
12 18 13
19 22 13
20 1 13
24 32 13
4 6 30
25 8 30
4 11 11
8 5 30
20 11 30
20 24 13
25 13 13
22 17 13
2 15 13
5 2 30
32 11 30
9 12 13
26 11 30
27 11 30
27 12 30
25 8 30
22 5 30
12 8 30
29 24 13
19 2 13
8 30 30
23 16 13
4 28 13
32 22 30
17 18 13
21 20 23
13 19 13
17 8 13
6 24 13
28 18 13
25 26 30
9 28 13
10 2 13
9 83
8 3 2
6 2 2
2 7 2
7 2 2
4 2 2
5 2 5
5 3 7
2 7 2
8 5 5
7 2 2
6 7 2
4 3 2
1 6 3
9 6 2
8 3 2
9 6 2
7 8 2
9 7 3
7 2 2
7 3 2
8 2 2
1 8 2
8 2 2
6 5 5
6 2 2
2 9 2
7 3 2
1 9 2
1 7 2
9 7 5
6 9 2
5 9 5
9 8 4
3 6 3
1 4 2
2 5 5
1 9 2
7 4 2
3 5 5
3 4 2
2 8 6
6 1 3
7 5 5
1 8 2
6 8 2
5 3 5
8 2 2
3 5 5
7 3 2
4 2 2
7 3 2
8 4 4
7 6 2
8 4 4
8 6 2
7 9 2
9 8 4
4 2 2
9 5 5
4 2 2
2 6 2
4 2 2
3 8 2
2 5 5
4 1 2
6 1 4
1 8 2
3 7 2
6 7 8
4 7 2
8 7 2
9 8 4
1 2 2
3 7 2
2 1 2
8 3 2
4 3 2
9 8 4
3 9 2
9 8 4
8 3 2
9 4 4
9 4 4
39 43
4 3 34
32 20 34
12 14 34
34 30 34
13 29 15
13 24 34
32 12 34
19 39 34
23 11 34
18 6 34
7 18 34
25 26 34
25 17 34
29 30 34
26 14 34
23 37 34
21 30 28
21 27 28
39 30 30
32 9 14
22 10 10
21 13 34
14 27 34
29 20 34
18 21 34
13 4 34
32 8 34
26 31 8
11 26 34
17 39 34
36 4 34
34 35 34
27 28 28
4 6 34
30 26 34
1 16 34
26 33 34
12 25 34
5 32 34
22 32 34
20 34 34
28 14 34
5 34 34
6 100
3 6 3
5 4 6
3 5 3
3 1 3
1 4 4
3 2 3
2 5 2
3 2 3
5 6 6
6 2 6
1 3 3
5 2 2
2 4 6
6 5 6
3 2 3
5 1 6
6 5 6
6 1 6
6 3 3
5 4 6
6 5 6
2 1 6
6 5 6
4 6 6
5 2 2
4 3 3
1 2 6
5 4 6
5 2 2
1 2 6
6 1 6
5 6 6
1 5 6
4 3 3
1 2 6
4 6 6
6 5 6
3 2 3
1 5 6
5 3 3
4 2 6
3 4 3
1 6 6
2 1 6
2 1 6
3 1 3
5 3 3
1 5 6
1 2 6
1 3 3
3 2 3
3 4 3
5 1 6
1 4 4
4 5 6
3 1 3
1 2 6
3 4 3
4 2 6
5 4 6
2 4 6
5 3 3
5 4 6
3 6 3
6 3 3
5 2 2
5 2 2
5 1 6
3 1 3
6 3 3
5 3 3
2 6 6
1 2 6
4 1 4
1 5 6
3 5 3
1 3 3
5 3 3
6 5 6
4 2 6
3 4 3
3 1 3
2 5 2
5 2 2
2 1 6
3 2 3
5 6 6
1 2 6
6 1 6
1 3 3
1 4 4
2 3 3
4 6 6
3 2 3
4 3 3
1 5 6
4 2 6
5 2 2
1 3 3
3 6 3
60 120
1 15 17
30 35 14
37 56 14
35 36 45
8 11 14
22 3 14
55 23 14
50 9 53
5 21 22
43 17 14
41 5 14
48 8 14
40 4 45
9 2 14
7 53 14
28 9 14
44 25 14
55 6 14
21 7 39
43 38 39
52 16 14
41 45 45
35 58 45
12 40 45
6 26 14
4 29 14
27 11 14
56 13 14
33 39 14
49 30 14
52 14 14
7 56 30
1 19 14
40 5 14
49 51 17
15 25 14
58 24 45
5 42 14
35 22 14
3 36 14
51 26 14
17 37 14
7 30 30
20 21 14
33 55 14
43 52 14
18 11 14
45 39 14
47 20 14
54 51 14
5 31 14
18 4 14
10 54 14
39 11 39
33 10 45
48 55 48
18 29 17
60 47 14
48 20 14
23 51 14
4 33 45
38 46 14
46 50 14
13 34 14
24 36 47
33 7 14
28 1 14
15 50 14
20 5 14
17 59 14
37 60 14
54 58 14
43 30 39
40 34 14
20 45 14
39 33 14
26 14 14
31 3 14
38 56 38
50 38 14
27 29 27
56 53 14
26 43 39
58 54 14
8 56 14
12 26 14
21 44 14
13 50 14
57 51 14
41 39 14
4 16 14
2 10 45
23 25 14
26 5 39
6 28 14
41 60 14
54 23 14
29 59 14
58 32 14
58 54 14
48 17 14
4 8 45
27 53 14
33 19 14
6 55 14
28 45 14
13 25 14
9 14 14
44 10 45
27 24 14
35 12 45
25 44 14
47 19 14
34 40 14
21 55 57
16 9 14
41 23 41
57 17 14
13 28 14
38 6 14
22 26
19 6 21
17 1 1
12 13 21
9 10 21
11 22 1
16 11 1
4 21 21
12 17 21
4 13 1
15 1 1
19 4 1
14 8 4
16 5 21
21 6 21
5 22 21
11 13 20
10 21 21
10 20 21
13 19 1
21 18 21
2 21 21
3 18 1
14 15 1
11 16 1
19 8 1
15 22 1
16 33
4 3 7
15 13 7
12 16 16
13 10 8
9 11 7
5 10 8
2 3 2
5 2 2
13 11 7
11 5 14
9 13 7
7 16 16
3 11 3
2 3 2
14 15 7
4 11 7
2 4 2
8 11 8
8 4 8
4 6 7
10 4 8
1 2 8
14 11 14
2 7 2
15 8 8
10 9 8
6 16 16
6 4 7
12 11 8
13 6 7
9 14 7
14 5 14
8 7 8
42 68
5 42 35
21 31 35
23 25 35
28 21 15
32 26 15
37 14 35
38 7 7
3 15 7
20 21 15
21 24 35
39 10 19
21 23 33
